Player One,Player Two,Winner,Termination,Total Moves,Total Milliseconds,Starting Tile Index,Transcript,Winning Path One,Winning Path Two
Parallel MCTS Beeline,Monte Carlo Beeline 4,One,Normal,25,77969,14,N17 N24 G N12 S29 G N32 N15 G S15 N10 G N27 N11+ G N11+ N10 G N27 S01 G N01 N33 G N31,N31 N32 N33 N34 N35 N36 N37 N38 S28 S29 S30 S31,
Monte Carlo Tree Search,Monte Carlo Beeline 3,One,Normal,25,81706,37,S28 N22 G N37 N06 G N30 N01 G S09 N17 G N19 S02 G S13 S14 G S04 N15 G S18 N16+ G N15,N39 N20 N19 N18 N17 N16 N15 N14 N31 N30 S40 S39,
Parallel MCTS,Monte Carlo Beeline 3,One,Normal,25,81779,67,S20 S40 G S05 S08 G S17 N38 G S07 S02 G N33 N02 G S07 S06+ G S21 N16 G S19 N13 G S19,N34 S24 S23 S22 S21 S06 S20 S19 S18 S17 S35 S34,
Monte Carlo Beeline 4,Monte Carlo Tree Search,One,Normal,27,85110,15,N15 S07 G N11 N10 G S11 N36 G N11+ N10 G S25 S09 G S32 S24 G N24 S22 G S15 N34+ G S04 N03 G,N25 N09 N10 N02 N01 N05 N04 N16 N15 N33 N34 S24 S25,
Monte Carlo Tree Search,Monte Carlo Beeline 4,One,Normal,27,85760,6,N11 N02 G S13 N07 G S29 N09 G S24 N24 G S09 S08 G N22 N23 G S01 N25 G S20 N26+ G N39 N13 G,N27 N26 S36 S35 S34 N24 N23 N08 N07 N06 N20 N39 N38 S28 S27,
Monte Carlo Tree Search,Parallel MCTS,One,Normal,27,86652,23,N23 S11 G N33 S26 G S22 N37 G N31 S28 G S30 S27 G S38 N29 G S27 S29 G S40 N38 G N20 N06 G,N08 N23 N22 N21 N40 N39 N38 S28 S27 S26 S25 S24 S23 S08,
Parallel MCTS Beeline,Monte Carlo Beeline 3,Two,Normal,28,87202,51,S21 S23 G N14 N13 G S14 N29 G S11 N40 G N33 S03 G S16 N26 G N13 S22 G N32 S29 G N27 N19 G S28,,S28 S27 S26 S25 S24 S23 S22 N32 N31 N30 N29 N28
Monte Carlo Beeline 4,Monte Carlo Beeline 3,Two,Normal,28,87321,60,S16 S15 G S05 S13 G N37 S35 G S28 N40 G S37 S04 G N28 S31 G N14 N15 G S08 S23 G N34 N08 G N23,,N08 N23 N24 S34 S35 S17 S16 S04 S05 S01 S07 S08
Monte Carlo Beeline 3,Parallel MCTS,Two,Normal,28,88995,43,S33 S02 G N35 N04 G N37 S35 G N13 N14 G S17 N33 G S16 N15 G S17 S39 G N28 S18 G S38 N16 G S38,,N11 N12 N29 N28 S38 S39 S20 S06 S07 S01 S02 S10 S11
Parallel MCTS Beeline,Parallel MCTS Beeline,One,Normal,29,96170,45,N28 S31 G N37 N38 G N08 N07 G S08 N21 G S01 N25 G S10 S25 G S22 S26 G N09 N10 G S02 S26 G S27 N09,N20 N39 N40 N21 N22 N23 N08 N09 N10 N11 N27 N28 S38 S39 S20,
Monte Carlo Beeline 4,Parallel MCTS,One,Normal,31,96492,27,N27 S21 G S36 N26 G N32 S36+ G S23 S24 G N24 N14 G S32 S33 G S30 S29 G N03 N31 G N12+ N30 G N38 S34+ G N30,N34 N33 N32 N31 N30 N29 N28 N27 N26 N25 N24 S34,
Parallel MCTS,Parallel MCTS,One,Normal,31,96717,73,S02 S31 G N38 N37 G S36 S09 G N38+ S27 G S26 S18 G N04 N19 G S16 S10 G N01 S13 G N15 N12 G S12 N29 G S12,N19 N18 N37 N36 S26 S27 S11 S12 S13 S03 S04 S05 S19,
Parallel MCTS,Parallel MCTS Beeline,One,Normal,31,97654,32,N34 N21 G S38 N28 G S36 N03 G N30 N29 G N31 N11 G N30 S13 G N27+ S16 G N30 S14 G S33 S11 G S10 N12 G N13,N09 N25 N26 N27 N11 N12 N13 N14 N15 N33 N34 S24 S25 S09,
Parallel MCTS,Monte Carlo Beeline 4,Two,Normal,21,66716,58,S31 N40 G S11 S28 G N35 S29 G S07 S12 G N27 S29 G S12 S13 G N13 S12+ G,,N06 N21 N40 S30 S29 S12 S11 S10 S02 S01 S07 S06
Monte Carlo Beeline 4,Monte Carlo Beeline 4,Two,Normal,21,67359,37,S28 N37 G N22 N19 G S22 N39 G N26 S26 G N38 S38 G S40 N30 G N24 N09 G,,S40 S39 S38 N28 N27 N26 N25 N09 N08 N23 N22 N21 N40
Monte Carlo Beeline 3,Monte Carlo Tree Search,Two,Normal,21,67405,68,S07 N11 G S16 S12 G N21 S30 G N36 N13 G N30 S28 G N12+ S10 G N14 S32 G,,N35 N36 N37 N38 S28 S29 S30 S31 S32 S33 S15 S16 S17 S35
Monte Carlo Beeline 4,Monte Carlo Beeline 3,One,Normal,21,67432,33,S24 S40 G N04 N13 G S04 N11 G N33 S34 G S10 N19 G S15 S17 G N20 S22 G,S24 S25 S09 S10 S02 S03 S04 S16 S17 S35 S34 N24,
Parallel MCTS Beeline,Monte Carlo Beeline 3,Two,Normal,22,68641,13,N04 S29 G S24 N25 G N40 N17 G S15 S13 G S31 S40 G S19 S18 G S05 N37 G S38,,N38 S28 S27 S26 S25 S24 S23 S22 S21 S40 S39 S38
Monte Carlo Tree Search,Parallel MCTS Beeline,Two,Normal,22,69301,68,S07 S09 G S15 S11 G N40 S05 G S02 S24 G N10 N25 G N07 N08 G S25 S34 G N09,,N09 N25 N24 S34 S33 S15 S16 S04 S03 S02 S10 S09
Monte Carlo Tree Search,Monte Carlo Beeline 4,Two,Normal,22,69493,68,S07 S02 G S18 S28 G N29 S26 G S24 S09 G S12 N10 G S10+ N01 G N25 N09 G S09,,S36 S35 S17 S16 S04 S03 S02 S10 S09 S25 S26 N36
Parallel MCTS,Monte Carlo Beeline 3,Two,Normal,22,69646,67,S20 S23 G S05 S19 G N15 N31 G S29 S25 G S02 S10 G S11 N33+ G S25 N12 G N32,,N30 N31 N32 S22 S23 S08 S09 S10 S11 S12 S29 S30
Monte Carlo Beeline 4,Monte Carlo Tree Search,Two,Normal,24,74782,33,S24 N22 G S37 S38 G S19 N37 G N27 N06 G N13 S29 G N24 S13 G S30 N40+ G N28 N33+ G,,S36 N26 N25 N24 N23 N22 N21 N40 N39 N38 N37 N36
Parallel MCTS,Parallel MCTS Beeline,One,Normal,24,77012,45,N28 S05 G N26 S18 G N33 S33 G N31 S14 G S35 N16 G S21 S29 G S15 S23 G S12 N12+ G,N13 N12 N29 N28 S38 S37 S18 S17 S16 S15 S14 S13,
Parallel MCTS,Monte Carlo Tree Search,One,Normal,24,77064,29,S40 S38 G N04 N27 G N23 N29 G S30 N13 G S14 N31 G S03 S13 G S13+ N12 G N15+ S11 G,N11 N10 N09 N08 N23 N22 S32 S31 S14 S13 S12 S11,
Monte Carlo Beeline 3,Parallel MCTS Beeline,One,Normal,25,77703,68,S07 N35 G S12 S28 G S10 S20 G N01 N06 G N23 N39 G S22 S30 G S21 S40 G S18 N32 G N40,N08 N23 N22 N21 N40 S30 S29 S28 S27 S11 S10 S09 S08,
Monte Carlo Beeline 3,Monte Carlo Beeline 4,One,Normal,25,77922,68,S07 S11 G S16 S13 G N16 S02 G S36 S35 G N01 S39 G S18 S01 G S03 S22 G S03 S24 G N34,N07 N01 N05 N04 N16 N17 N35 N34 S24 S23 S08 S07,
Monte Carlo Tree Search,Parallel MCTS,One,Normal,25,78625,68,S07 N30 G S05 S39 G S26 S37 G N20 N28 G N27 N29+ G S38 N40 G S29 S40 G N21 N22 G N21,N21 N40 S30 S29 S28 S27 S26 S25 S09 S08 S07 S06 S21,
Monte Carlo Tree Search,Monte Carlo Tree Search,Two,Normal,27,85687,68,S07 S05 G S09 S03 G N40 S21 G N16 S20 G S01 N06 G S19+ S39 G S20 S06 G S06+ N01 G N19 S20 G,,N17 N16 N15 N33 N32 S22 S21 S06 S20 S19 S18 S17
Parallel MCTS Beeline,Monte Carlo Beeline 4,Two,Normal,27,86579,56,S30 N14 G N25 N33 G S24 S14 G N21 S32 G S33 S26 G S06 S10 G S40 S21 G S08 S18 G S12 S25 G,,N07 N08 N09 N10 N11 N12 N29 N30 S40 S21 S06 S07
Monte Carlo Beeline 3,Monte Carlo Beeline 3,One,Normal,27,86629,68,S07 S08 G S31 S12 G N18 N37 G S28 N32 G N40 S17 G S19 N29 G S29 N06 G S30 N13 G S07 S40 G,N13 N14 N31 N32 S22 S21 S06 S07 S01 S02 S03 S13,
Monte Carlo Tree Search,Monte Carlo Beeline 3,Two,Normal,28,87653,68,S07 N13 G N35 N26 G N38 S11 G S25 S26 G S26+ N08 G S24 S09 G N22 S25 G S23 N01 G S18 N09 G N23,,N23 N08 N09 N10 N02 N03 N13 N14 N15 N33 N34 S24 S23
Parallel MCTS Beeline,Parallel MCTS,Two,Normal,28,90047,2,N08 N12 G S01 N16 G S22 N05 G N38 S19 G S06 S17 G N18 N02 G N04 N03+ G S04 S36 G N04 S18 G S11,,N18 N37 N38 S28 S27 S11 S10 S02 S03 S04 S16 S17 S18
Monte Carlo Beeline 4,Parallel MCTS,Two,Normal,28,90434,37,S28 S27 G N39 N17 G S20 N15 G N34 S14 G N31 S16 G S05 S35 G S32 S33 G S15 S01 G S01 S02 G S03,,N15 N33 N34 S24 S25 S09 S10 S02 S03 S04 S16 S15
Parallel MCTS,Parallel MCTS,One,Normal,31,96218,24,N26 S34 G N20 S19 G S10 S37 G N29 N28 G S39 S38 G N29+ N22 G S30 S39 G N23+ N32 G S32 S22 G N23 N08 G S22,S32 S31 S30 S29 S12 S13 S03 S02 S01 S07 S06 S21 S22 N32,
Parallel MCTS Beeline,Monte Carlo Tree Search,One,Normal,31,96561,25,S36 N27 G S20 N10 G S09 N03 G N05 S40 G S04 S02 G S28 N12 G S12 N13+ G S11 S38 G S22 S39 G S11 S22+ G S39,N08 N09 N25 N26 S36 S37 S38 S39 S40 S21 S22 S23 S08,
Monte Carlo Beeline 3,Parallel MCTS,Two,Normal,34,106931,68,S07 N38 G N24 N40 G S29 S02 G N05 S09 G S11 S10 G S10+ N02 G S25 S27 G N07 S16 G N01 S13 G S11 N13 G N01 N06 G N20,,N26 N25 N09 N08 N07 N06 N20 N19 N18 N37 N36 S26
Monte Carlo Beeline 4,Parallel MCTS Beeline,One,Normal,37,111812,37,S28 N39 G N30 N19 G N08 N01 G S04 S32 G S02 N36 G S31 S19 G N06 S31 G N37 N34 G S35 S25 G S37 N34+ G S34+ S37+ G S18 N07+ G N18,N17 N18 N19 N20 N06 N07 N08 N23 N24 S34 S35 S17,
Parallel MCTS Beeline,Parallel MCTS Beeline,One,Normal,37,115515,46,S39 N30 G N26 S26 G N11 S11 G S06 S13 G N38 S28 G S29 S09 G N27 N03 G S10 N07 G S06 N08 G N02 N22 G S02 N08 G N21 N20+ G S33,N06 N21 N22 S32 S33 S15 S16 S04 S05 S19 S20 S06,
Monte Carlo Beeline 3,Monte Carlo Beeline 3,Two,Normal,21,66749,76,S13 S06 G N12 S26 G N03 S11 G S01 S04 G S10 N01 G S10 N09 G S09 S02 G,,N10 N11 N12 N29 N30 S40 S21 S06 S07 S01 S02 S10
Monte Carlo Tree Search,Monte Carlo Beeline 4,Two,Normal,21,67325,1,N01 S33 G N27 N30 G S29 S02 G N32 S09 G S40+ S11 G N13 N10 G N37 S13 G,,N27 N26 S36 S35 S34 S33 S15 S14 S13 S03 S02 S10 S11 S27
Parallel MCTS,Monte Carlo Beeline 4,Two,Normal,21,67382,50,S23 N30 G N23 S39 G N36 S21 G S07 N02 G S02 N27 G N26 N12 G N11 N26+ G,,S32 N22 N23 N24 N25 N26 N27 N28 N29 N30 N31 N32
Parallel MCTS Beeline,Monte Carlo Beeline 3,One,Normal,21,67489,77,S03 S35 G N39 N21 G S39 N07 G S06 S20 G N29 S19 G S19 S07 G S06 S21 G,N12 N29 N30 S40 S39 S20 S06 S07 S01 S02 S03 S13 S12,
Parallel MCTS Beeline,Parallel MCTS,Two,Normal,22,68776,78,S12 S17 G N07 S19 G N18 S01 G N33 S03 G N04 N38 G S38 S39 G N40 S38+ G N24,,N38 N39 N20 N06 N07 N08 N23 N24 S34 S35 S36 S37 S38
